date,userid,text,sentiment
11/16/2020 23:17,1.33E+18,RT @marlid83: @RomanGarciaJr @SportyMama @Ballgameboss @DSofia21 @CutlerRidgeLAZ @RobAdamsFL @LakersCanes305 @WMGarbageman @HardBodyCraig @…,0
11/16/2020 23:17,1.33E+18,RT @iMore: Congrats to all the winners of iMore’s Best of 2020!  It’s been a wild year. @apple @belkin @halidecamera @Flexibits @MightyBear…,0
11/16/2020 23:16,1.33E+18,@Apple pls make a find my pencil feature for ppl who lose their pencils 5x a day,0
11/16/2020 23:16,1.33E+18,Why would you do that.. you know how I feel @Apple https://t.co/YxBS64J8YJ,0
11/16/2020 23:15,1.33E+18,"RT @Apple: Introducing iPhone 12 and iPhone 12 Pro. With the A14 Bionic chip and 5G, it’s the most powerful iPhone yet.",0
11/16/2020 23:15,1.33E+18,"@apple macbook retina screens are fragile by design, I got my screen broken because of a very gentle pressure which… https://t.co/yDYzsJKMv9",0
11/16/2020 23:14,1.33E+18,RT @Apple: The all-new A14 Bionic chip – the fastest chip in a smartphone. The most powerful iPhone ever is here.,0
11/16/2020 23:14,1.33E+18,Real glad the new @Apple MacBook update drained my battery 50% in 90 minutes and made the fan sound like an airplan… https://t.co/IYlak6U7WT,0
11/16/2020 23:14,1.33E+18,@Apple @AppleSupport why all of a sudden did my Apple Watch stop unlocking my Mac? Not that I mind typing in my password!,0
11/16/2020 23:14,1.33E+18,@Apple WHEN ARE YALL GOING TO MAKE A BACK BUTTON FOR THE PHONE CALCULATOR,0
11/16/2020 23:14,1.33E+18,"@ErinMHarding @Apple Wow, I could’ve phrased that better. 🤦‍♂️",0
11/16/2020 23:14,1.33E+18,".@apple My company uses your products on a @Verizon network. 20 phones. Employee quits, I need to reset the phone t… https://t.co/qmUjMWjbBJ",0
11/16/2020 23:14,1.33E+18,"Leverage @Apple's mobile solution platform to evolve processes, engage and inform employees, and develop new ways t… https://t.co/UxCcElOsCC",0
11/16/2020 23:13,1.33E+18,@marlid83 @RomanGarciaJr @Ballgameboss @DSofia21 @CutlerRidgeLAZ @RobAdamsFL @LakersCanes305 @WMGarbageman… https://t.co/v5OdK6K7AR,0
11/16/2020 23:13,1.33E+18,@ErinMHarding @Apple I’ve been doing Irish Siri since she was available,0
11/16/2020 23:13,1.33E+18,@Apple Crappy camera,0
11/16/2020 23:13,1.33E+18,"I dropped my phone 40 feet in the air and it still hasn’t broken. 
(Keep in mind... I haven’t had a case in idk how… https://t.co/Kxl0XU23rg",0
11/16/2020 23:13,1.33E+18,"@ios_dev_alb I would do #SwiftUI at this stage it’s @Apple’s future.

https://t.co/cdRdCXwiMd",0
11/16/2020 23:13,1.33E+18,"RT @UCBerkeley: UC Berkeley just launched CA #COVIDNotify, which uses 
@Google &amp; @Apple's smartphone-based exposure notification system. It…",0
11/16/2020 23:13,1.33E+18,@seburns @rwburnsiii @Apple @amazon Haha the imagery is amusing but I AM sorry for your struggle. I bought an iPhon… https://t.co/2Bhtw9aBE2,0
11/16/2020 23:12,1.33E+18,Applications close November 20 for the first #AppleEntrepreneurCamp cohort for #BlackFounders and #BlackDevelopers… https://t.co/8q4vG3pHIR,0
11/16/2020 23:11,1.33E+18,"Just so you know what platform Sean, @DevinNunes, @Jim_Jordan, @dbongino and the other right wingers are asking you… https://t.co/kOWtYdTEYM",0
11/16/2020 23:11,1.33E+18,"RT @UCBerkeley: UC Berkeley just launched CA #COVIDNotify, which uses 
@Google &amp; @Apple's smartphone-based exposure notification system. It…",0
11/16/2020 23:11,1.33E+18,Apparently Face ID doesn’t work when you’re yawning. Do I look like a different person when I yawn?! @Apple,0
11/16/2020 23:10,1.33E+18,@PatrickDoody19 Sometimes I want to run after work- I can’t change my daily alarm to wake me up at 7:30 instead of… https://t.co/Baa96Th74P,0
11/16/2020 23:09,1.33E+18,@Apple So sexy bestie but student loans you see☹️,0
11/16/2020 23:09,1.33E+18,@filibadger @Apple Yes sir !!!,0
11/16/2020 23:08,1.33E+18,"Yo @simplymacstore is simply the worst. 

Literally haven’t heard anything from them about my computer in over a we… https://t.co/ebDYEyxZRH",0
11/16/2020 23:08,1.33E+18,"RT @ASB_YT: 72 hours with the iPhone 12 Pro Max...I’ve CHANGED my mind! 👀

https://t.co/OUHQVWTa15

#iPhone12ProMax #iPhone12Pro #iPhone12…",0
11/16/2020 23:08,1.33E+18,"@rwburnsiii @Brant_Croucher @Apple @amazon I would also like to point out that a ""callback"" is rather pointless whe… https://t.co/5d9jl5hj1v",0
11/16/2020 23:08,1.33E+18,"RT @UCBerkeley: UC Berkeley just launched CA #COVIDNotify, which uses 
@Google &amp; @Apple's smartphone-based exposure notification system. It…",0
11/16/2020 23:08,1.33E+18,@Apple MacOS Big Sur on my 2016 MacBook Pro is awful.  You broke half of my apps from working.,0
11/16/2020 23:07,1.33E+18,@rwburnsiii @Brant_Croucher @Apple @amazon I really hope they're getting 700x the spam calls I was getting.,0
11/16/2020 23:07,1.33E+18,"@mama_swipe Who knew the custom-designed @Apple H1 chip's advanced Bluetooth connectivity handling, allowing for st… https://t.co/6jsSOXZW2k",0
11/16/2020 23:06,1.33E+18,"S/o to @Apple for the water resistant feature, I dropped my phone in a pool for over a minute and it works like brand new 💪🏽",0
11/16/2020 23:06,1.33E+18,@mxrxwnn @JinaySanghvi1 @appltrack @Apple It’s all good tho . Have a nice day,0
11/16/2020 23:06,1.33E+18,RT @vichalifa: I wanna know why all apple products can’t charge as fast as my AirPods. I know y’all are capable of doing it 🤨 @Apple,0
11/16/2020 23:05,1.33E+18,#intel #amd #m1 new player @Apple https://t.co/kQgWzspizB,0
11/16/2020 23:05,1.33E+18,...made a few educated guesses about what the issue could be AND then told me it would be JUST $599 to “fix it” i.e… https://t.co/c56ZPidx3m,0
11/16/2020 23:05,1.33E+18,RT @soloadventuresX: Finally decided to switch from @SamsungMobile to @Apple but #AppleStore won't give me the #iPhone12 because I'm not th…,0
11/16/2020 23:05,1.33E+18,All 2021 I will not beef with mfs who don’t have the iPhone 12 💀shoutout @Apple,0
11/16/2020 23:04,1.33E+18,"@Apple @AppleSupport feeling an issue with left ear AirPods pro, It doesn’t connect alonly after put in ear while r… https://t.co/uVQXd3TjCJ",0
11/16/2020 23:03,1.33E+18,Long unsatisfied consumer post...@apple @AppleSupport is not on my “good” side today. I cannot understand why a tec… https://t.co/BMIsG2dZap,0
11/16/2020 23:03,1.33E+18,"RT @mauilion: Hey everyone! @Apple is a proud End User Sponsors of #KubeCon NA 2020! 

It's amazing to see so many coworkers presenting thi…",0
11/16/2020 23:03,1.33E+18,@Apple Too expensive.,0
11/16/2020 23:02,1.33E+18,.@Apple get rid of this emoji 🛴,0
11/16/2020 23:02,1.33E+18,"RT @UCBerkeley: UC Berkeley just launched CA #COVIDNotify, which uses 
@Google &amp; @Apple's smartphone-based exposure notification system. It…",0
11/16/2020 23:02,1.33E+18,@ConChristie @Apple Always watching.,0
11/16/2020 23:02,1.33E+18,RT @Apple: Discover the latest gifts for everyone on your list,0
11/16/2020 23:01,1.33E+18,📷 Attention shoppers! Catch us LIVE every Saturday night from 6-9 pacific on @radiovegasrocks and every Friday nigh… https://t.co/o1lT9VRkEz,0
11/16/2020 23:01,1.33E+18,RT @affinitybyserif: Affinity apps are ready to go on @Apple macOS #BigSur and primed to deliver superfast performance on Macs with the new…,0
11/16/2020 23:01,1.33E+18,@apple surprising me with that Logic 10.6 update...,0
11/16/2020 23:01,1.33E+18,Never understood why @Apple give extreme time estimates for simple updates ⏳ https://t.co/klHIOheFu5,0
11/16/2020 23:00,1.33E+18,Really loving @Apple’s new photos widget on iOS14. It’s a great reminder that @kirkjmorrison is always with me no m… https://t.co/10J5Iwl0ZF,0
11/16/2020 23:00,1.33E+18,"I updated my phone to iOS 14.2.  Well, @Apple, I guess you have tossed Steve Jobs' simplistic visionary strategy out the window.",0
11/16/2020 23:00,1.33E+18,"figuring out the melting point and spot market pricing for

Aluminum
Steel
Brass
Copper

Don't Ask -&gt; @tim_cook let… https://t.co/trxrgVEZss",0
11/16/2020 23:00,1.33E+18,@Apple is the fucking worst!! I drove over an hour to get an item only to be told I need to come back to more with… https://t.co/Q6XVPYDQVU,0
11/16/2020 22:59,1.33E+18,"RT @Apple: With Pay on iPhone, you can now easily pay for the MTA at more stations across NYC.",0
11/16/2020 22:59,1.33E+18,"@Sheldrake @Apple We use PF too, but this is not the point.",0
11/16/2020 22:59,1.33E+18,@AppleSupport #BigSur #macOS installation still fails after 4 days...@Apple needs to own this critical failure...,0
11/16/2020 22:58,1.33E+18,@Apple totally 1 upped the game when they let me copy &amp; paste from my computer to my iPhone to my iPad like how can… https://t.co/1kKqPzESel,0
11/16/2020 22:58,1.33E+18,Right no offence @Apple but you want to fuck off telling me my headphones are too loud every 5 minutes,0
11/16/2020 22:58,1.33E+18,@fernandojsg @Apple Welcome!,0
11/16/2020 22:58,1.33E+18,@CoralieDiorA @Apple Lol I always call regular to make sure I’m not blocked.,0
11/16/2020 22:58,1.33E+18,"UC Berkeley just launched CA #COVIDNotify, which uses 
@Google &amp; @Apple's smartphone-based exposure notification sy… https://t.co/XqpiNwdueY",0
11/16/2020 22:58,1.33E+18,I’m still very disappointed that @Apple didn’t release new text tones with iOS 14 ://,0
11/16/2020 22:58,1.33E+18,RT @Apple: The all-new A14 Bionic chip – the fastest chip in a smartphone. The most powerful iPhone ever is here.,0
11/16/2020 22:57,1.33E+18,@Apple And your battery run away fastest than Usain Bolt,0
11/16/2020 22:56,1.33E+18,Finally decided to switch from @SamsungMobile to @Apple but #AppleStore won't give me the #iPhone12 because I'm not… https://t.co/wMiMa7rJt9,0
11/16/2020 22:56,1.33E+18,@Apple The blue one 😍,0
11/16/2020 22:55,1.33E+18,"dear @Apple please stop fucking with my phone, i have already purchased the iphone 12 it just hasnt shipped yet, SO… https://t.co/rPilOgpQBx",0
11/16/2020 22:55,1.33E+18,"RT @Mister_Chances: Took these pictures with an @Apple iPhone 
Location: Cape Coast 🇬🇭

Please rt and @Apple https://t.co/dSMel7mwJe",0
11/16/2020 22:55,1.33E+18,Just encountered something worrisome in @apple notes app (big sur): tried to cut and paste a sentence from one plac… https://t.co/HmjJZek6sd,0
